STATISTIC,REGION,TYPE OF POLICING,POLICING JURISDICTION,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Population,Bulkley Nechako,RCMP Provincial,Burns Lake Prov,"6,301.00","6,236.00","6,245.00","6,202.00","6,221.00","6,234.00","6,224.00","6,248.00","6,345.00","6,236.00"
Population,Strathcona,RCMP Municipal,Campbell River Mun,"30,064.00","30,368.00","30,861.00","31,163.00","31,312.00","31,736.00","31,672.00","31,948.00","32,517.00","33,395.00"
Population,Strathcona,RCMP Provincial,Campbell River Prov,"5,419.00","5,361.00","5,388.00","5,399.00","5,328.00","5,300.00","5,257.00","5,222.00","5,289.00","5,280.00"
Population,Central Kootenay,RCMP Municipal,Castlegar Mun,"7,368.00","7,497.00","7,608.00","7,851.00","7,840.00","7,941.00","7,910.00","7,825.00","7,809.00","7,953.00"
Population,Central Kootenay,RCMP Provincial,Castlegar Prov (5),"5,922.00","5,938.00","5,972.00","5,944.00","5,968.00","5,984.00","5,949.00","5,957.00","6,033.00","6,033.00"
Population,Capital,Independent Municipal,Central Saanich Mun,"15,982.00","15,984.00","16,096.00","16,085.00","16,063.00","16,022.00","16,021.00","16,014.00","16,024.00","16,046.00"
Population,Thompson Nicola,RCMP Provincial,Chase Prov,"8,293.00","8,260.00","8,444.00","8,469.00","8,319.00","8,263.00","8,278.00","8,268.00","8,337.00","8,283.00"
Population,Peace River,RCMP Provincial,Chetwynd Prov,"5,401.00","5,321.00","5,299.00","5,350.00","5,373.00","5,424.00","5,436.00","5,459.00","5,491.00","5,455.00"
Population,Fraser Valley,RCMP Municipal,Chilliwack Mun (1),"74,424.00","76,553.00","78,360.00","79,703.00","81,573.00","82,941.00","83,326.00","84,515.00","85,944.00","89,823.00"
Population,Fraser Valley,RCMP Provincial,Chilliwack Prov,"4,993.00","4,962.00","5,013.00","4,910.00","4,848.00","4,867.00","4,808.00","4,846.00","4,834.00","4,671.00"
Population,Thompson Nicola,RCMP Provincial,Clearwater Prov,"4,268.00","4,275.00","4,365.00","4,384.00","4,320.00","4,280.00","4,322.00","4,326.00","4,377.00","4,302.00"
Population,Thompson Nicola,RCMP Provincial,Clinton Prov,"1,764.00","1,764.00","1,818.00","1,843.00","1,819.00","1,829.00","1,837.00","1,843.00","1,852.00","1,822.00"
Population,North Okanagan,RCMP Municipal,Coldstream Mun,"9,672.00","9,907.00","10,165.00","10,422.00","10,318.00","10,415.00","10,286.00","10,277.00","10,523.00","10,821.00"
Population,East Kootenay,RCMP Provincial,Columbia Valley Prov,"9,161.00","9,251.00","9,467.00","9,505.00","9,211.00","8,987.00","8,943.00","8,939.00","9,003.00","9,020.00"
Population,Capital,RCMP Municipal,Colwood Mun,"15,259.00","15,532.00","15,854.00","16,061.00","16,402.00","16,515.00","16,650.00","16,638.00","16,676.00","16,955.00"
Population,Comox Valley,RCMP Municipal,Comox Mun,"12,275.00","12,752.00","13,327.00","13,553.00","13,763.00","13,785.00","13,558.00","13,604.00","13,754.00","13,986.00"
Population,Comox Valley,RCMP Provincial,Comox Valley Prov,"25,552.00","25,490.00","25,791.00","26,083.00","25,974.00","26,042.00","25,927.00","25,888.00","25,854.00","25,404.00"
Population,Metro Vancouver,RCMP Municipal,Coquitlam Mun (1),"119,651.00","120,802.00","122,673.00","125,052.00","128,844.00","130,477.00","133,977.00","138,205.00","141,738.00","144,716.00"
Population,Metro Vancouver,RCMP Provincial,Coquitlam Prov,"2,581.00","2,677.00","2,748.00","2,753.00","2,770.00","2,804.00","2,869.00","2,865.00","2,915.00","2,866.00"
Population,Comox Valley,RCMP Municipal,Courtenay Mun,"22,461.00","23,250.00","23,745.00","23,890.00","24,108.00","24,596.00","24,563.00","24,451.00","24,639.00","25,244.00"
Population,East Kootenay,RCMP Municipal,Cranbrook Mun,"18,471.00","18,682.00","19,140.00","19,496.00","19,540.00","19,737.00","19,613.00","19,452.00","19,558.00","19,911.00"
Population,East Kootenay,RCMP Provincial,Cranbrook Prov,"6,795.00","6,728.00","6,770.00","6,725.00","6,655.00","6,529.00","6,521.00","6,560.00","6,570.00","6,537.00"
Population,Central Kootenay,RCMP Municipal,Creston Mun (6),,,,,,,"5,295.00","5,065.00","5,014.00","4,744.00"
Population,Central Kootenay,RCMP Provincial,Creston Prov (6),"12,747.00","12,946.00","13,211.00","13,257.00","13,329.00","13,402.00","8,048.00","8,115.00","8,265.00","8,337.00"
Population,Peace River,RCMP Municipal,Dawson Creek Mun,"11,085.00","11,162.00","11,172.00","11,158.00","11,367.00","11,785.00","11,938.00","12,120.00","12,248.00","11,944.00"
Population,Peace River,RCMP Provincial,Dawson Creek Prov,"6,879.00","6,885.00","6,827.00","6,864.00","6,883.00","6,872.00","6,942.00","7,022.00","7,045.00","7,050.00"
Population,Kitimat Stikine,RCMP Provincial,Dease Lake Prov,"1,437.00","1,431.00","1,281.00","1,273.00","1,254.00","1,246.00","1,307.00","1,329.00","1,363.00","1,349.00"
Population,Metro Vancouver,Independent Municipal,Delta Mun (1),"100,104.00","100,201.00","100,703.00","101,480.00","101,846.00","102,093.00","102,755.00","102,502.00","102,384.00","101,548.00"
Population,Cowichan Valley,RCMP Provincial,Duncan Prov,"14,239.00","14,280.00","14,448.00","14,510.00","14,628.00","14,632.00","14,564.00","14,461.00","14,521.00","14,540.00"
Population,East Kootenay,RCMP Provincial,Elk Valley Prov (7),"13,466.00","13,418.00","13,583.00","13,651.00","13,625.00","13,805.00","13,665.00","13,705.00","13,810.00","13,552.00"
Population,North Okanagan,RCMP Provincial,Enderby Prov,"6,810.00","6,859.00","6,931.00","6,964.00","6,955.00","6,920.00","6,851.00","6,885.00","6,899.00","6,837.00"
Population,Columbia Shuswap,RCMP Provincial,Falkland Prov,"2,895.00","2,894.00","2,956.00","2,945.00","2,875.00","2,828.00","2,843.00","2,850.00","2,903.00","2,938.00"
Population,Bulkley Nechako,RCMP Provincial,Fort St James Prov,"4,000.00","4,035.00","4,115.00","4,171.00","4,222.00","4,377.00","4,403.00","4,473.00","4,568.00","4,580.00"
Population,Peace River,RCMP Municipal,Fort St John Mun,"17,924.00","18,105.00","18,227.00","18,637.00","18,749.00","19,375.00","19,870.00","20,592.00","21,118.00","20,778.00"
Population,Peace River,RCMP Provincial,Fort St John Prov,"13,921.00","13,937.00","13,905.00","13,975.00","13,944.00","13,925.00","14,104.00","14,310.00","14,360.00","14,430.00"
Population,Bulkley Nechako,RCMP Provincial,Fraser Lake Prov,"3,293.00","3,269.00","3,273.00","3,279.00","3,321.00","3,355.00","3,357.00","3,367.00","3,446.00","3,451.00"
Population,Nanaimo,RCMP Provincial,Gabriola Island Prov,"3,919.00","3,965.00","4,056.00","4,075.00","4,103.00","4,079.00","4,111.00","4,115.00","4,157.00","4,132.00"
Population,Columbia Shuswap,RCMP Provincial,Golden Prov,"7,071.00","7,018.00","7,100.00","7,082.00","6,936.00","6,881.00","6,846.00","6,821.00","6,936.00","7,029.00"
Population,Fraser Valley,RCMP Municipal,Hope Mun,"6,242.00","6,114.00","6,110.00","6,141.00","6,141.00","5,982.00","5,874.00","5,780.00","5,713.00","5,714.00"
Population,Fraser Valley,RCMP Provincial,Hope  Prov,"1,187.00","1,179.00","1,191.00","1,167.00","1,152.00","1,157.00","1,142.00","1,152.00","1,149.00","1,110.00"
Population,Bulkley Nechako,RCMP Provincial,Houston/Granisle Prov (8),"4,614.00","4,481.00","4,461.00","4,433.00","4,492.00","4,571.00","4,506.00","4,501.00","4,524.00","4,539.00"
Population,Peace River,RCMP Provincial,Hudson's Hope Prov,"1,238.00","1,214.00","1,218.00","1,224.00","1,211.00","1,197.00","1,211.00","1,266.00","1,265.00","1,264.00"
Population,Thompson Nicola,RCMP Municipal,Kamloops Mun,"83,097.00","84,341.00","86,149.00","87,089.00","87,071.00","87,852.00","87,703.00","88,294.00","89,454.00","89,995.00"
Population,Central Kootenay,RCMP Provincial,Kaslo Prov (5),"2,370.00","2,436.00","2,415.00","2,394.00","2,370.00","2,350.00","2,349.00","2,341.00","2,364.00","2,365.00"
Population,Central Okanagan,RCMP Municipal,Kelowna Mun,"110,030.00","114,166.00","117,722.00","119,570.00","119,462.00","119,826.00","120,283.00","120,123.00","121,529.00","124,378.00"
Population,Central Okanagan,RCMP Provincial,"Kelowna Prov (9,10)","44,072.00","44,946.00","48,501.00","23,071.00","23,250.00","19,034.00","14,683.00","15,154.00","15,799.00","16,290.00"
Population,Fraser Valley,RCMP Municipal,Kent Mun (2),,,,"5,659.00","5,763.00","5,792.00","5,807.00","5,838.00","5,881.00","6,195.00"
Population,Okanagan Similkameen,RCMP Provincial,Keremeos Prov,"4,771.00","4,767.00","4,878.00","4,880.00","4,761.00","4,695.00","4,650.00","4,639.00","4,725.00","4,820.00"
Population,East Kootenay,RCMP Municipal,Kimberley Mun,"6,182.00","6,317.00","6,514.00","6,702.00","6,635.00","6,721.00","6,576.00","6,488.00","6,701.00","6,746.00"
Population,East Kootenay,RCMP Provincial,Kimberley Prov,"1,978.00","1,958.00","1,971.00","1,958.00","1,937.00","1,900.00","1,898.00","1,909.00","1,912.00","1,903.00"
Population,Kitimat Stikine,RCMP Municipal,Kitimat Mun,"9,327.00","8,976.00","8,948.00","8,891.00","8,718.00","8,538.00","8,333.00","8,367.00","8,465.00","8,211.00"
Population,Kitimat Stikine,RCMP Provincial,Kitimat Prov,529.00,520.00,530.00,530.00,524.00,523.00,549.00,556.00,576.00,572.00
Population,Cowichan Valley,RCMP Municipal,Ladysmith Mun,"7,632.00","7,822.00","7,916.00","7,907.00","7,948.00","7,992.00","8,071.00","8,154.00","8,266.00","8,177.00"
Population,Cowichan Valley,RCMP Provincial,Ladysmith Prov,"5,514.00","5,570.00","5,656.00","5,677.00","5,759.00","5,794.00","5,767.00","5,795.00","5,848.00","5,918.00"
Population,Central Okanagan,RCMP Municipal,Lake Country Mun,"9,776.00","10,232.00","11,036.00","11,469.00","11,574.00","11,885.00","12,193.00","12,342.00","13,048.00","14,035.00"
Population,Cowichan Valley,RCMP Provincial,Lake Cowichan Prov,"5,796.00","5,785.00","5,863.00","6,004.00","6,015.00","5,973.00","6,011.00","6,034.00","6,105.00","6,148.00"
Population,Capital,RCMP Municipal,Langford Mun,"23,542.00","24,787.00","26,173.00","27,450.00","29,277.00","30,430.00","31,698.00","33,422.00","34,763.00","37,275.00"
Population,Metro Vancouver,RCMP Municipal,Langley City Mun,"24,851.00","25,118.00","25,295.00","25,430.00","25,689.00","25,845.00","26,625.00","26,694.00","26,805.00","27,738.00"
Population,Metro Vancouver,RCMP Municipal,Langley Township Mun (1),"97,293.00","99,637.00","102,179.00","104,298.00","105,783.00","106,814.00","109,599.00","112,606.00","115,897.00","117,580.00"
Population,Squamish Lillooet,RCMP Provincial,Lillooet Prov,"3,269.00","3,214.00","3,258.00","3,247.00","3,227.00","3,241.00","3,311.00","3,307.00","3,297.00","3,338.00"
Population,Kitimat Stikine,RCMP Provincial,Lisims/Nass Valley Prov,"1,959.00","1,925.00","1,963.00","1,963.00","1,940.00","1,935.00","2,033.00","2,059.00","2,132.00","2,119.00"
Population,Thompson Nicola,RCMP Provincial,Logan Lake Prov,"2,685.00","2,651.00","2,636.00","2,609.00","2,581.00","2,569.00","2,552.00","2,572.00","2,572.00","2,588.00"
Population,North Okanagan,RCMP Provincial,Lumby Prov,"5,798.00","5,845.00","5,915.00","5,953.00","5,911.00","5,873.00","5,898.00","5,896.00","5,962.00","5,921.00"
Population,Thompson Nicola,RCMP Provincial,Lytton Prov,"1,902.00","1,900.00","1,931.00","1,961.00","1,910.00","1,907.00","1,924.00","1,932.00","1,972.00","1,920.00"
Population,Fraser Fort George,RCMP Provincial,Mackenzie Prov,"4,743.00","4,611.00","4,288.00","3,821.00","3,652.00","3,664.00","3,641.00","3,612.00","3,643.00","3,619.00"
Population,Metro Vancouver,RCMP Municipal,Maple Ridge Mun (1)(11),"71,645.00","72,777.00","74,346.00","75,612.00","76,997.00","77,961.00","79,125.00","79,530.00","81,098.00","81,533.00"
Population,North Coast Regional District (22),RCMP Provincial,Masset Prov,"2,275.00","2,229.00","2,175.00","2,112.00","2,058.00","2,062.00","2,024.00","2,012.00","2,031.00","2,009.00"
Population,Fraser Fort George,RCMP Provincial,McBride Prov,"1,773.00","1,747.00","1,747.00","1,713.00","1,681.00","1,678.00","1,670.00","1,662.00","1,673.00","1,665.00"
Population,Thompson Nicola,RCMP Municipal,Merritt Mun,"7,326.00","7,380.00","7,431.00","7,428.00","7,244.00","7,195.00","7,236.00","7,327.00","7,469.00","7,610.00"
Population,Thompson Nicola,RCMP Provincial,Merritt Prov,"3,814.00","3,820.00","3,900.00","3,965.00","3,846.00","3,843.00","3,875.00","3,888.00","3,960.00","3,842.00"
Population,Fraser Valley,RCMP Municipal,Mission Mun,"35,731.00","36,252.00","36,711.00","37,160.00","37,506.00","37,101.00","37,590.00","37,587.00","37,854.00","38,711.00"
Population,Fraser Valley,RCMP Provincial,Mission Prov,"4,357.00","4,329.00","4,374.00","4,284.00","4,230.00","4,246.00","4,195.00","4,229.00","4,218.00","4,075.00"
Population,Central Kootenay,RCMP Provincial,Nakusp Prov (5),"3,333.00","3,331.00","3,360.00","3,369.00","3,392.00","3,412.00","3,390.00","3,389.00","3,410.00","3,420.00"
Population,Nanaimo,RCMP Municipal,Nanaimo Mun (1),"81,152.00","81,419.00","82,348.00","83,560.00","84,366.00","86,164.00","86,132.00","87,308.00","88,790.00","90,907.00"
Population,Nanaimo,RCMP Provincial,Nanaimo Prov,"13,608.00","13,755.00","14,004.00","14,001.00","14,053.00","13,955.00","14,060.00","13,915.00","14,018.00","13,852.00"
Population,Central Kootenay,Independent Municipal,Nelson Mun,"9,301.00","9,565.00","9,987.00","10,233.00","10,171.00","10,371.00","10,261.00","10,301.00","10,469.00","10,802.00"
Population,Central Kootenay,RCMP Provincial,Nelson Prov (5),"11,709.00","11,746.00","11,814.00","11,769.00","11,864.00","11,931.00","11,899.00","11,998.00","12,221.00","12,327.00"
Population,Kitimat Stikine,RCMP Provincial,New Hazelton Prov,"5,528.00","5,437.00","5,536.00","5,543.00","5,493.00","5,512.00","5,718.00","5,764.00","5,945.00","5,898.00"
Population,Metro Vancouver,Independent Municipal,New Westminster Mun,"60,496.00","61,642.00","63,603.00","64,930.00","66,722.00","67,545.00","68,595.00","69,178.00","70,192.00","71,665.00"
Population,Strathcona,RCMP Provincial,Nootka Sound Prov,"2,091.00","2,072.00","2,079.00","2,046.00","1,990.00","1,931.00","1,901.00","1,895.00","1,904.00","1,884.00"
Population,Cowichan Valley,RCMP Municipal,North Cowichan Mun,"28,384.00","28,615.00","28,888.00","29,003.00","29,137.00","29,401.00","29,232.00","29,291.00","29,704.00","29,999.00"
Population,Capital,RCMP Municipal,North Saanich Mun,"10,920.00","10,863.00","11,027.00","11,013.00","11,084.00","11,109.00","11,077.00","11,117.00","11,102.00","10,994.00"
Population,Metro Vancouver,RCMP Municipal,"North Vancouver City Mun (12,13)","46,855.00","46,942.00","47,124.00","47,977.00","49,443.00","49,396.00","50,325.00","51,017.00","52,600.00","54,258.00"
Population,Metro Vancouver,RCMP Municipal,North Vancouver District Mun (12),"85,427.00","85,416.00","85,034.00","85,253.00","86,270.00","86,063.00","86,779.00","86,731.00","86,902.00","85,974.00"
Population,Metro Vancouver,RCMP Provincial,"North Vancouver Prov (1,12,13)","2,088.00","2,095.00","2,066.00","2,055.00","2,237.00","2,335.00","2,485.00","2,604.00","2,839.00","2,886.00"
Population,Northern Rockies,RCMP Municipal,Northern Rockies Mun (14),,,,,,,,"5,359.00","5,348.00","5,366.00"
Population,Northern Rockies,RCMP Provincial,Northern Rockies Prov (14),"6,289.00","6,053.00","5,915.00","5,789.00","5,913.00","6,059.00","6,005.00",602.00,602.00,596.00
Population,Capital,Independent Municipal,Oak Bay Mun,"17,996.00","17,966.00","18,068.00","18,039.00","18,019.00","18,037.00","17,824.00","17,647.00","17,504.00","17,474.00"
Population,Nanaimo,RCMP Provincial,Oceanside Prov ,"23,428.00","23,698.00","24,239.00","24,355.00","24,515.00","24,377.00","24,563.00","24,585.00","24,833.00","24,667.00"
Population,Cariboo,RCMP Provincial,One Hundred Mile House Prov,"13,088.00","12,957.00","13,053.00","13,013.00","12,950.00","12,902.00","12,849.00","12,893.00","12,960.00","12,904.00"
Population,Capital,RCMP Provincial,Outer Gulf  Islands Prov,"4,636.00","4,613.00","4,698.00","4,723.00","4,736.00","4,771.00","4,781.00","4,782.00","4,834.00","4,832.00"
Population,Nanaimo,RCMP Municipal,Parksville Mun,"11,064.00","11,386.00","11,765.00","12,026.00","12,136.00","12,002.00","12,019.00","12,138.00","12,230.00","12,598.00"
Population,Central Okanagan,RCMP Municipal,Peachland Mun (10),,,,,,,"5,107.00","5,089.00","5,088.00","5,013.00"
Population,Squamish Lillooet,RCMP Provincial,Pemberton Prov,"4,161.00","4,161.00","4,155.00","4,255.00","4,273.00","4,294.00","4,435.00","4,495.00","4,481.00","4,271.00"
Population,Okanagan Similkameen,RCMP Municipal,Penticton Mun,"32,487.00","32,860.00","33,001.00","33,339.00","33,145.00","33,553.00","33,174.00","33,231.00","34,050.00","33,964.00"
Population,Okanagan Similkameen,RCMP Provincial,Penticton Prov,"11,772.00","11,778.00","11,821.00","11,790.00","11,517.00","11,376.00","11,267.00","11,241.00","11,391.00","11,452.00"
Population,Metro Vancouver,RCMP Municipal,Pitt Meadows Mun (11),"16,302.00","16,557.00","17,387.00","17,875.00","18,054.00","18,224.00","18,526.00","18,701.00","18,763.00","19,652.00"
Population,Alberni Clayoquot,RCMP Municipal,Port Alberni Mun,"17,600.00","17,610.00","17,655.00","17,722.00","17,693.00","17,934.00","17,284.00","16,744.00","16,554.00","16,149.00"
Population,Alberni Clayoquot,RCMP Provincial,Port Alberni Prov,"8,261.00","8,165.00","8,241.00","8,224.00","8,173.00","8,080.00","8,183.00","8,264.00","8,456.00","8,436.00"
Population,Mount Waddington,RCMP Provincial,Port Alice Prov,860.00,868.00,863.00,859.00,852.00,851.00,836.00,833.00,823.00,814.00
Population,Metro Vancouver,RCMP Municipal,Port Coquitlam Mun (1),"54,586.00","54,901.00","55,441.00","56,339.00","57,199.00","57,267.00","58,685.00","59,108.00","60,103.00","60,270.00"
Population,Mount Waddington,RCMP Provincial,Port Hardy Prov,"5,330.00","5,303.00","5,349.00","5,433.00","5,408.00","5,396.00","5,368.00","5,328.00","5,291.00","5,219.00"
Population,Mount Waddington,RCMP Provincial,Port McNeill Prov,"4,774.00","4,686.00","4,595.00","4,553.00","4,521.00","4,493.00","4,412.00","4,435.00","4,427.00","4,377.00"
Population,Metro Vancouver,Independent Municipal,Port Moody Mun,"28,743.00","29,856.00","31,340.00","32,797.00","33,611.00","34,027.00","34,034.00","34,479.00","34,884.00","34,554.00"
Population,Powell River,RCMP Municipal,Powell River Mun,"13,024.00","13,057.00","13,113.00","13,105.00","13,240.00","13,303.00","13,015.00","12,992.00","13,026.00","12,893.00"
Population,Powell River,RCMP Provincial,Powell River Prov,"5,483.00","5,422.00","5,468.00","5,544.00","5,513.00","5,574.00","5,530.00","5,525.00","5,535.00","5,377.00"
Population,Fraser Fort George,RCMP Municipal,Prince George Mun,"72,915.00","72,813.00","72,864.00","73,119.00","73,548.00","73,803.00","73,509.00","73,850.00","73,321.00","71,363.00"
Population,Fraser Fort George,RCMP Provincial,Prince George Prov,"13,396.00","13,396.00","13,430.00","13,327.00","13,186.00","13,142.00","13,074.00","13,050.00","13,134.00","13,121.00"
Population,North Coast Regional District (22),RCMP Municipal,Prince Rupert Mun,"13,078.00","12,849.00","12,723.00","12,704.00","12,786.00","12,802.00","12,509.00","12,169.00","11,829.00","11,386.00"
Population,North Coast Regional District (22),RCMP Provincial,Prince Rupert Prov (15),"2,168.00","2,128.00","2,105.00","2,000.00","1,953.00","1,967.00","1,956.00","1,959.00","1,937.00","1,889.00"
Population,Okanagan Similkameen,RCMP Provincial,Princeton Prov,"4,952.00","4,894.00","4,859.00","4,825.00","4,937.00","4,938.00","4,925.00","4,910.00","4,955.00","4,934.00"
Population,Strathcona,RCMP Provincial,Quadra Island Prov,"3,596.00","3,558.00","3,576.00","3,583.00","3,536.00","3,517.00","3,489.00","3,466.00","3,510.00","3,504.00"
Population,Nanaimo,RCMP Municipal,Qualicum Beach Mun,"8,501.00","8,613.00","8,747.00","8,771.00","8,723.00","8,663.00","8,584.00","8,531.00","8,503.00","8,940.00"
Population,North Coast Regional District (22),RCMP Provincial,Queen Charlotte Prov,"2,507.00","2,473.00","2,444.00","2,368.00","2,324.00","2,340.00","2,324.00","2,307.00","2,304.00","2,295.00"
Population,Cariboo,RCMP Municipal,Quesnel Mun,"9,466.00","9,532.00","9,688.00","9,818.00","9,875.00","10,185.00","10,042.00","9,741.00","9,761.00","9,160.00"
Population,Cariboo,RCMP Provincial,Quesnel Prov,"13,547.00","13,393.00","13,509.00","13,467.00","13,394.00","13,316.00","13,286.00","13,349.00","13,422.00","13,317.00"
Population,Columbia Shuswap,RCMP Municipal,Revelstoke Mun,"7,293.00","7,242.00","7,209.00","7,190.00","7,157.00","7,287.00","7,077.00","7,142.00","7,202.00","7,192.00"
Population,Columbia Shuswap,RCMP Provincial,Revelstoke Prov,579.00,578.00,591.00,586.00,573.00,562.00,564.00,566.00,576.00,588.00
Population,Metro Vancouver,RCMP Municipal,Richmond Mun,"182,638.00","185,818.00","188,224.00","192,535.00","195,729.00","196,001.00","198,550.00","201,259.00","206,080.00","207,773.00"
Population,Metro Vancouver,RCMP Provincial,"Ridge Meadows Prov (11,13)",97.00,96.00,97.00,95.00,94.00,94.00,93.00,94.00,94.00,90.00
Population,Capital,Independent Municipal,Saanich Mun,"111,434.00","111,603.00","112,311.00","112,371.00","112,435.00","111,981.00","111,774.00","111,317.00","111,022.00","110,803.00"
Population,Central Kootenay,RCMP Provincial,Salmo Prov (5),"2,469.00","2,502.00","2,545.00","2,565.00","2,600.00","2,631.00","2,640.00","2,627.00","2,706.00","2,717.00"
Population,Columbia Shuswap,RCMP Municipal,Salmon Arm Mun,"16,306.00","16,708.00","17,165.00","17,428.00","17,378.00","17,772.00","17,416.00","17,253.00","17,590.00","17,183.00"
Population,Columbia Shuswap,RCMP Provincial,Salmon Arm Prov,"9,387.00","9,378.00","9,583.00","9,505.00","9,291.00","9,112.00","9,154.00","9,175.00","9,346.00","9,541.00"
Population,Capital,RCMP Provincial,Saltspring Island Prov,"10,054.00","10,004.00","10,189.00","10,243.00","10,271.00","10,347.00","10,369.00","10,370.00","10,484.00","10,479.00"
